"P (MPa)","T (°C)","V (m3/kg)","U (kJ/kg)","H (kJ/kg)","S [kJ/(kg K)]","Phase"
4.5,5,0.0009979,21,25.49,0.07615,"liquid"
4.5,10,0.0009982,41.91,46.4,0.1507,"liquid"
4.5,15,0.0009989,62.79,67.28,0.2238,"liquid"
4.5,20,0.0009998,83.64,88.14,0.2955,"liquid"
4.5,25,0.001001,104.5,109,0.3661,"liquid"
4.5,30,0.001002,125.3,129.8,0.4354,"liquid"
4.5,35,0.001004,146.2,150.7,0.5036,"liquid"
4.5,40,0.001006,167,171.5,0.5707,"liquid"
4.5,45,0.001008,187.8,192.4,0.6367,"liquid"
4.5,50,0.00101,208.7,213.2,0.7017,"liquid"
4.5,55,0.001013,229.5,234.1,0.7658,"liquid"
4.5,60,0.001015,250.4,254.9,0.8289,"liquid"
4.5,65,0.001018,271.2,275.8,0.8911,"liquid"
4.5,70,0.001021,292.1,296.7,0.9525,"liquid"
4.5,75,0.001024,313,317.6,1.013,"liquid"
4.5,80,0.001027,333.9,338.6,1.073,"liquid"
4.5,85,0.00103,354.9,359.5,1.132,"liquid"
4.5,90,0.001034,375.8,380.5,1.19,"liquid"
4.5,95,0.001037,396.8,401.5,1.247,"liquid"
4.5,100,0.001041,417.8,422.5,1.304,"liquid"
4.5,105,0.001045,438.8,443.5,1.36,"liquid"
4.5,110,0.001049,459.9,464.6,1.415,"liquid"
4.5,115,0.001054,481,485.7,1.47,"liquid"
4.5,120,0.001058,502.1,506.8,1.524,"liquid"
4.5,125,0.001062,523.2,528,1.578,"liquid"
4.5,130,0.001067,544.4,549.3,1.631,"liquid"
4.5,135,0.001072,565.7,570.5,1.683,"liquid"
4.5,140,0.001077,587,591.9,1.735,"liquid"
4.5,145,0.001082,608.4,613.2,1.786,"liquid"
4.5,150,0.001088,629.8,634.7,1.837,"liquid"
4.5,155,0.001093,651.3,656.2,1.888,"liquid"
4.5,160,0.001099,672.8,677.8,1.938,"liquid"
4.5,165,0.001105,694.4,699.4,1.988,"liquid"
4.5,170,0.001111,716.1,721.1,2.037,"liquid"
4.5,175,0.001118,737.9,742.9,2.086,"liquid"
4.5,180,0.001124,759.8,764.8,2.135,"liquid"
4.5,185,0.001131,781.7,786.8,2.183,"liquid"
4.5,190,0.001138,803.8,808.9,2.231,"liquid"
4.5,195,0.001146,826,831.1,2.278,"liquid"
4.5,200,0.001154,848.3,853.5,2.326,"liquid"
4.5,210,0.00117,893.3,898.5,2.42,"liquid"
4.5,220,0.001187,938.8,944.2,2.514,"liquid"
4.5,230,0.001207,985.1,990.5,2.607,"liquid"
4.5,240,0.001228,1032,1038,2.699,"liquid"
4.5,250,0.001251,1080,1086,2.792,"liquid"
4.5,257.4,0.00127,1116,1122,2.862,"saturated liquid"
4.5,257.4,0.04406,2600,2798,6.02,"saturated vapor"
4.5,260,0.04457,2608,2809,6.04,"vapor"
4.5,270,0.04645,2638,2847,6.111,"vapor"
4.5,280,0.04819,2664,2881,6.174,"vapor"
4.5,290,0.04982,2689,2914,6.232,"vapor"
4.5,300,0.05138,2713,2944,6.285,"vapor"
4.5,310,0.05287,2735,2973,6.336,"vapor"
4.5,320,0.05432,2757,3002,6.384,"vapor"
4.5,330,0.05572,2778,3029,6.43,"vapor"
4.5,340,0.05709,2799,3056,6.473,"vapor"
4.5,350,0.05842,2819,3082,6.515,"vapor"
4.5,360,0.05973,2838,3107,6.556,"vapor"
4.5,370,0.06102,2858,3132,6.595,"vapor"
4.5,380,0.06229,2877,3157,6.634,"vapor"
4.5,390,0.06354,2895,3181,6.671,"vapor"
4.5,400,0.06477,2914,3206,6.707,"vapor"
4.5,410,0.06599,2933,3230,6.743,"vapor"
4.5,420,0.0672,2951,3254,6.777,"vapor"
4.5,430,0.06839,2969,3277,6.811,"vapor"
4.5,440,0.06958,2988,3301,6.844,"vapor"
4.5,450,0.07076,3006,3324,6.877,"vapor"
4.5,460,0.07192,3024,3348,6.909,"vapor"
4.5,470,0.07308,3042,3371,6.941,"vapor"
4.5,480,0.07424,3060,3394,6.972,"vapor"
4.5,490,0.07538,3078,3417,7.002,"vapor"
4.5,500,0.07652,3096,3440,7.032,"vapor"
4.5,520,0.07878,3132,3487,7.091,"vapor"
4.5,540,0.08103,3168,3533,7.149,"vapor"
4.5,560,0.08325,3204,3579,7.205,"vapor"
4.5,580,0.08546,3240,3625,7.259,"vapor"
4.5,600,0.08766,3276,3671,7.313,"vapor"
4.5,620,0.08985,3313,3717,7.365,"vapor"
4.5,640,0.09202,3349,3763,7.416,"vapor"
4.5,660,0.09419,3386,3810,7.467,"vapor"
4.5,680,0.09635,3423,3857,7.516,"vapor"
4.5,700,0.0985,3460,3903,7.565,"vapor"
4.5,720,0.1006,3497,3950,7.612,"vapor"
4.5,740,0.1028,3535,3997,7.659,"vapor"
4.5,760,0.1049,3573,4045,7.706,"vapor"
4.5,780,0.107,3611,4092,7.751,"vapor"
4.5,800,0.1092,3649,4140,7.796,"vapor"
4.5,820,0.1113,3687,4188,7.84,"vapor"
4.5,840,0.1134,3726,4236,7.884,"vapor"
4.5,860,0.1155,3765,4285,7.927,"vapor"
4.5,880,0.1176,3804,4333,7.97,"vapor"
4.5,900,0.1197,3843,4382,8.012,"vapor"
4.5,920,0.1218,3883,4431,8.053,"vapor"
4.5,940,0.1239,3923,4481,8.094,"vapor"
4.5,960,0.126,3963,4530,8.135,"vapor"
4.5,980,0.1281,4003,4580,8.175,"vapor"
4.5,1000,0.1302,4044,4630,8.214,"vapor"
4.5,1100,0.1406,4250,4883,8.406,"vapor"
4.5,1200,0.151,4463,5142,8.588,"vapor"
4.5,1300,0.1614,4680,5406,8.762,"vapor"
4.5,1400,0.1718,4903,5676,8.927,"vapor"
4.5,1500,0.1821,5130,5949,9.086,"vapor"
4.5,1600,0.1924,5362,6228,9.239,"vapor"
4.5,1800,0.213,5836,6795,9.527,"vapor"
4.5,2000,0.2336,6325,7376,9.794,"vapor"
5,0,0.0009977,0.0416,5.03,0.00014,"liquid"
5,5,0.0009976,20.99,25.98,0.07614,"liquid"
5,10,0.000998,41.89,46.88,0.1506,"liquid"
5,15,0.0009986,62.76,67.75,0.2237,"liquid"
5,20,0.0009996,83.61,88.61,0.2954,"liquid"
5,25,0.001001,104.4,109.5,0.3659,"liquid"
5,30,0.001002,125.3,130.3,0.4352,"liquid"
5,35,0.001004,146.1,151.1,0.5034,"liquid"
5,40,0.001006,166.9,172,0.5705,"liquid"
5,45,0.001008,187.8,192.8,0.6365,"liquid"
5,50,0.00101,208.6,213.6,0.7015,"liquid"
5,55,0.001012,229.4,234.5,0.7656,"liquid"
5,60,0.001015,250.3,255.4,0.8287,"liquid"
5,65,0.001018,271.2,276.2,0.8909,"liquid"
5,70,0.001021,292,297.1,0.9522,"liquid"
5,75,0.001024,312.9,318,1.013,"liquid"
5,80,0.001027,333.8,339,1.072,"liquid"
5,85,0.00103,354.7,359.9,1.131,"liquid"
5,90,0.001034,375.7,380.9,1.189,"liquid"
5,95,0.001037,396.7,401.8,1.247,"liquid"
5,100,0.001041,417.6,422.9,1.303,"liquid"
5,105,0.001045,438.7,443.9,1.359,"liquid"
5,110,0.001049,459.7,465,1.415,"liquid"
5,115,0.001053,480.8,486.1,1.47,"liquid"
5,120,0.001058,501.9,507.2,1.524,"liquid"
5,125,0.001062,523.1,528.4,1.577,"liquid"
5,130,0.001067,544.3,549.6,1.63,"liquid"
5,135,0.001072,565.5,570.9,1.683,"liquid"
5,140,0.001077,586.8,592.2,1.734,"liquid"
5,145,0.001082,608.1,613.6,1.786,"liquid"
5,150,0.001087,629.5,635,1.837,"liquid"
5,155,0.001093,651,656.5,1.887,"liquid"
5,160,0.001099,672.5,678,1.937,"liquid"
5,165,0.001105,694.2,699.7,1.987,"liquid"
5,170,0.001111,715.8,721.4,2.036,"liquid"
5,175,0.001117,737.6,743.2,2.085,"liquid"
5,180,0.001124,759.5,765.1,2.134,"liquid"
5,185,0.001131,781.4,787.1,2.182,"liquid"
5,190,0.001138,803.5,809.2,2.23,"liquid"
5,195,0.001145,825.6,831.4,2.278,"liquid"
5,200,0.001153,847.9,853.7,2.325,"liquid"
5,210,0.001169,892.9,898.7,2.419,"liquid"
5,220,0.001187,938.4,944.3,2.513,"liquid"
5,230,0.001206,984.6,990.6,2.606,"liquid"
5,240,0.001227,1032,1038,2.698,"liquid"
5,250,0.00125,1079,1086,2.791,"liquid"
5,260,0.001275,1129,1135,2.884,"liquid"
5,263.9,0.001286,1148,1155,2.921,"saturated liquid"
5,263.9,0.03945,2597,2794,5.974,"saturated vapor"
5,270,0.04057,2617,2820,6.021,"vapor"
5,280,0.04227,2647,2858,6.091,"vapor"
5,290,0.04386,2674,2893,6.154,"vapor"
5,300,0.04535,2699,2926,6.211,"vapor"
5,310,0.04677,2723,2957,6.265,"vapor"
5,320,0.04813,2746,2986,6.315,"vapor"
5,330,0.04945,2767,3015,6.363,"vapor"
5,340,0.05072,2789,3042,6.408,"vapor"
5,350,0.05197,2809,3069,6.452,"vapor"
5,360,0.05319,2830,3096,6.494,"vapor"
5,370,0.05438,2850,3122,6.534,"vapor"
5,380,0.05555,2869,3147,6.573,"vapor"
5,390,0.0567,2888,3172,6.611,"vapor"
5,400,0.05784,2908,3197,6.648,"vapor"
5,410,0.05896,2926,3221,6.684,"vapor"
5,420,0.06007,2945,3245,6.72,"vapor"
5,430,0.06116,2964,3270,6.754,"vapor"
5,440,0.06225,2982,3293,6.788,"vapor"
5,450,0.06332,3001,3317,6.821,"vapor"
5,460,0.06439,3019,3341,6.854,"vapor"
5,470,0.06545,3037,3364,6.885,"vapor"
5,480,0.0665,3055,3388,6.917,"vapor"
5,490,0.06755,3074,3411,6.948,"vapor"
5,500,0.06858,3092,3435,6.978,"vapor"
5,520,0.07064,3128,3481,7.038,"vapor"
5,540,0.07268,3164,3528,7.095,"vapor"
5,560,0.0747,3201,3574,7.152,"vapor"
5,580,0.07671,3237,3620,7.207,"vapor"
5,600,0.0787,3273,3667,7.261,"vapor"
5,620,0.08069,3310,3713,7.313,"vapor"
5,640,0.08266,3347,3760,7.365,"vapor"
5,660,0.08462,3383,3807,7.415,"vapor"
5,680,0.08657,3420,3853,7.465,"vapor"
5,700,0.08852,3458,3900,7.514,"vapor"
5,720,0.09046,3495,3947,7.562,"vapor"
5,740,0.09239,3533,3995,7.609,"vapor"
5,760,0.09432,3571,4042,7.655,"vapor"
5,780,0.09624,3609,4090,7.701,"vapor"
5,800,0.09816,3647,4138,7.746,"vapor"
5,820,0.1001,3685,4186,7.79,"vapor"
5,840,0.102,3724,4234,7.834,"vapor"
5,860,0.1039,3763,4283,7.877,"vapor"
5,880,0.1058,3802,4331,7.92,"vapor"
5,900,0.1077,3842,4380,7.962,"vapor"
5,920,0.1096,3882,4429,8.003,"vapor"
5,940,0.1115,3921,4479,8.045,"vapor"
5,960,0.1134,3962,4528,8.085,"vapor"
5,980,0.1153,4002,4578,8.125,"vapor"
5,1000,0.1172,4043,4628,8.165,"vapor"
5,1100,0.1266,4249,4882,8.357,"vapor"
5,1200,0.1359,4462,5141,8.539,"vapor"
5,1300,0.1453,4679,5406,8.712,"vapor"
5,1400,0.1546,4902,5675,8.878,"vapor"
5,1500,0.1639,5129,5949,9.037,"vapor"
5,1600,0.1732,5361,6227,9.19,"vapor"
5,1800,0.1918,5836,6795,9.478,"vapor"
5,2000,0.2103,6324,7376,9.745,"vapor"
5.5,0,0.0009974,0.05413,5.54,0.00016,"liquid"
5.5,5,0.0009974,20.99,26.48,0.07612,"liquid"
5.5,10,0.0009977,41.88,47.37,0.1506,"liquid"
5.5,15,0.0009984,62.74,68.23,0.2236,"liquid"
5.5,20,0.0009993,83.58,89.08,0.2953,"liquid"
5.5,25,0.001001,104.4,109.9,0.3658,"liquid"
5.5,30,0.001002,125.2,130.7,0.4351,"liquid"
5.5,35,0.001004,146,151.6,0.5032,"liquid"
5.5,40,0.001005,166.9,172.4,0.5703,"liquid"
5.5,45,0.001008,187.7,193.2,0.6363,"liquid"
5.5,50,0.00101,208.5,214.1,0.7013,"liquid"
5.5,55,0.001012,229.4,234.9,0.7653,"liquid"
5.5,60,0.001015,250.2,255.8,0.8284,"liquid"
5.5,65,0.001017,271.1,276.7,0.8906,"liquid"
5.5,70,0.00102,291.9,297.5,0.9519,"liquid"
5.5,75,0.001023,312.8,318.4,1.012,"liquid"
5.5,80,0.001026,333.7,339.4,1.072,"liquid"
5.5,85,0.00103,354.6,360.3,1.131,"liquid"
5.5,90,0.001033,375.6,381.2,1.189,"liquid"
5.5,95,0.001037,396.5,402.2,1.246,"liquid"
5.5,100,0.001041,417.5,423.2,1.303,"liquid"
5.5,105,0.001045,438.5,444.3,1.359,"liquid"
5.5,110,0.001049,459.6,465.3,1.414,"liquid"
5.5,115,0.001053,480.6,486.4,1.469,"liquid"
5.5,120,0.001057,501.7,507.6,1.523,"liquid"
5.5,125,0.001062,522.9,528.7,1.577,"liquid"
5.5,130,0.001067,544.1,549.9,1.63,"liquid"
5.5,135,0.001072,565.3,571.2,1.682,"liquid"
5.5,140,0.001077,586.6,592.5,1.734,"liquid"
5.5,145,0.001082,607.9,613.9,1.785,"liquid"
5.5,150,0.001087,629.3,635.3,1.836,"liquid"
5.5,155,0.001093,650.8,656.8,1.887,"liquid"
5.5,160,0.001098,672.3,678.3,1.937,"liquid"
5.5,165,0.001104,693.9,700,1.986,"liquid"
5.5,170,0.001111,715.6,721.7,2.036,"liquid"
5.5,175,0.001117,737.3,743.5,2.085,"liquid"
5.5,180,0.001124,759.2,765.3,2.133,"liquid"
5.5,185,0.00113,781.1,787.3,2.181,"liquid"
5.5,190,0.001138,803.1,809.4,2.229,"liquid"
5.5,195,0.001145,825.3,831.6,2.277,"liquid"
5.5,200,0.001153,847.6,853.9,2.324,"liquid"
5.5,210,0.001169,892.5,898.9,2.418,"liquid"
5.5,220,0.001186,937.9,944.5,2.512,"liquid"
5.5,230,0.001205,984.1,990.7,2.605,"liquid"
5.5,240,0.001226,1031,1038,2.697,"liquid"
5.5,250,0.001249,1079,1086,2.79,"liquid"
5.5,260,0.001274,1128,1135,2.883,"liquid"
5.5,270,0.001303,1178,1185,2.976,"saturated liquid"
5.5,270,0.03564,2594,2790,5.931,"saturated vapor"
5.5,270,0.03565,2594,2790,5.931,"vapor"
5.5,280,0.03737,2627,2833,6.01,"vapor"
5.5,290,0.03893,2657,2871,6.078,"vapor"
5.5,300,0.04037,2684,2906,6.14,"vapor"
5.5,310,0.04174,2710,2939,6.197,"vapor"
5.5,320,0.04304,2734,2970,6.25,"vapor"
5.5,330,0.04429,2756,3000,6.3,"vapor"
5.5,340,0.0455,2779,3029,6.347,"vapor"
5.5,350,0.04668,2800,3057,6.392,"vapor"
5.5,360,0.04782,2821,3084,6.435,"vapor"
5.5,370,0.04893,2841,3111,6.477,"vapor"
5.5,380,0.05003,2861,3137,6.517,"vapor"
5.5,390,0.0511,2881,3162,6.556,"vapor"
5.5,400,0.05216,2901,3188,6.594,"vapor"
5.5,410,0.0532,2920,3213,6.631,"vapor"
5.5,420,0.05423,2939,3237,6.667,"vapor"
5.5,430,0.05524,2958,3262,6.702,"vapor"
5.5,440,0.05625,2977,3286,6.736,"vapor"
5.5,450,0.05724,2995,3310,6.77,"vapor"
5.5,460,0.05822,3014,3334,6.803,"vapor"
5.5,470,0.0592,3032,3358,6.835,"vapor"
5.5,480,0.06017,3051,3382,6.867,"vapor"
5.5,490,0.06113,3069,3405,6.898,"vapor"
5.5,500,0.06209,3087,3429,6.929,"vapor"
5.5,520,0.06398,3124,3476,6.989,"vapor"
5.5,540,0.06585,3161,3523,7.047,"vapor"
5.5,560,0.06771,3197,3569,7.104,"vapor"
5.5,580,0.06955,3234,3616,7.159,"vapor"
5.5,600,0.07137,3270,3663,7.213,"vapor"
5.5,620,0.07319,3307,3710,7.266,"vapor"
5.5,640,0.07499,3344,3756,7.318,"vapor"
5.5,660,0.07679,3381,3803,7.369,"vapor"
5.5,680,0.07857,3418,3850,7.418,"vapor"
5.5,700,0.08035,3455,3897,7.467,"vapor"
5.5,720,0.08212,3493,3945,7.515,"vapor"
5.5,740,0.08389,3531,3992,7.563,"vapor"
5.5,760,0.08565,3569,4040,7.609,"vapor"
5.5,780,0.0874,3607,4087,7.655,"vapor"
5.5,800,0.08915,3645,4135,7.7,"vapor"
5.5,820,0.0909,3684,4184,7.745,"vapor"
5.5,840,0.09264,3722,4232,7.788,"vapor"
5.5,860,0.09438,3762,4281,7.832,"vapor"
5.5,880,0.09611,3801,4329,7.874,"vapor"
5.5,900,0.09784,3840,4378,7.917,"vapor"
5.5,920,0.09957,3880,4428,7.958,"vapor"
5.5,940,0.1013,3920,4477,7.999,"vapor"
5.5,960,0.103,3960,4527,8.04,"vapor"
5.5,980,0.1047,4001,4577,8.08,"vapor"
5.5,1000,0.1065,4041,4627,8.12,"vapor"
5.5,1100,0.115,4248,4881,8.312,"vapor"
5.5,1200,0.1236,4461,5140,8.494,"vapor"
5.5,1300,0.1321,4679,5405,8.668,"vapor"
5.5,1400,0.1406,4901,5674,8.834,"vapor"
5.5,1500,0.149,5129,5948,8.993,"vapor"
5.5,1600,0.1575,5361,6227,9.146,"vapor"
5.5,1800,0.1744,5836,6795,9.434,"vapor"
5.5,2000,0.1912,6324,7376,9.701,"vapor"
6,0,0.0009972,0.05692,6.04,0.00019,"liquid"
6,5,0.0009972,20.99,26.97,0.07611,"liquid"
6,10,0.0009975,41.87,47.85,0.1505,"liquid"
6,15,0.0009982,62.72,68.71,0.2235,"liquid"
6,20,0.0009991,83.55,89.54,0.2952,"liquid"
6,25,0.001,104.4,110.4,0.3657,"liquid"
6,30,0.001002,125.2,131.2,0.4349,"liquid"
6,35,0.001003,146,152,0.503,"liquid"
6,40,0.001005,166.8,172.8,0.5701,"liquid"
6,45,0.001007,187.6,193.7,0.6361,"liquid"
6,50,0.00101,208.4,214.5,0.701,"liquid"
6,55,0.001012,229.3,235.3,0.7651,"liquid"
6,60,0.001014,250.1,256.2,0.8281,"liquid"
6,65,0.001017,271,277.1,0.8903,"liquid"
6,70,0.00102,291.8,298,0.9516,"liquid"
6,75,0.001023,312.7,318.8,1.012,"liquid"
6,80,0.001026,333.6,339.8,1.072,"liquid"
6,85,0.00103,354.5,360.7,1.131,"liquid"
6,90,0.001033,375.4,381.6,1.189,"liquid"
6,95,0.001037,396.4,402.6,1.246,"liquid"
6,100,0.00104,417.4,423.6,1.303,"liquid"
6,105,0.001044,438.4,444.6,1.359,"liquid"
6,110,0.001048,459.4,465.7,1.414,"liquid"
6,115,0.001053,480.5,486.8,1.469,"liquid"
6,120,0.001057,501.6,507.9,1.523,"liquid"
6,125,0.001062,522.7,529.1,1.576,"liquid"
6,130,0.001066,543.9,550.3,1.629,"liquid"
6,135,0.001071,565.1,571.5,1.682,"liquid"
6,140,0.001076,586.4,592.8,1.733,"liquid"
6,145,0.001081,607.7,614.2,1.785,"liquid"
6,150,0.001087,629.1,635.6,1.836,"liquid"
6,155,0.001092,650.5,657.1,1.886,"liquid"
6,160,0.001098,672,678.6,1.936,"liquid"
6,165,0.001104,693.6,700.3,1.986,"liquid"
6,170,0.00111,715.3,722,2.035,"liquid"
6,175,0.001117,737,743.7,2.084,"liquid"
6,180,0.001123,758.9,765.6,2.133,"liquid"
6,185,0.00113,780.8,787.6,2.181,"liquid"
6,190,0.001137,802.8,809.6,2.229,"liquid"
6,195,0.001144,824.9,831.8,2.276,"liquid"
6,200,0.001152,847.2,854.1,2.324,"liquid"
6,210,0.001168,892.1,899.1,2.418,"liquid"
6,220,0.001186,937.5,944.6,2.511,"liquid"
6,230,0.001205,983.6,990.8,2.604,"liquid"
6,240,0.001225,1030,1038,2.696,"liquid"
6,250,0.001248,1078,1086,2.789,"liquid"
6,260,0.001273,1127,1135,2.881,"liquid"
6,270,0.001302,1177,1185,2.975,"liquid"
6,275.6,0.001319,1206,1214,3.028,"saturated liquid"
6,275.6,0.03245,2590,2785,5.89,"saturated vapor"
6,280,0.0332,2606,2805,5.928,"vapor"
6,290,0.03476,2639,2848,6.003,"vapor"
6,300,0.03619,2668,2886,6.07,"vapor"
6,310,0.03752,2695,2921,6.131,"vapor"
6,320,0.03878,2721,2954,6.187,"vapor"
6,330,0.03998,2745,2985,6.24,"vapor"
6,340,0.04114,2768,3015,6.289,"vapor"
6,350,0.04225,2790,3044,6.336,"vapor"
6,360,0.04333,2812,3072,6.38,"vapor"
6,370,0.04439,2833,3099,6.423,"vapor"
6,380,0.04542,2854,3126,6.465,"vapor"
6,390,0.04643,2874,3152,6.505,"vapor"
6,400,0.04742,2894,3178,6.543,"vapor"
6,410,0.0484,2913,3204,6.581,"vapor"
6,420,0.04936,2933,3229,6.617,"vapor"
6,430,0.0503,2952,3254,6.653,"vapor"
6,440,0.05124,2971,3278,6.688,"vapor"
6,450,0.05217,2990,3303,6.722,"vapor"
6,460,0.05308,3009,3327,6.755,"vapor"
6,470,0.05399,3027,3351,6.788,"vapor"
6,480,0.05489,3046,3375,6.82,"vapor"
6,490,0.05578,3065,3399,6.852,"vapor"
6,500,0.05667,3083,3423,6.883,"vapor"
6,520,0.05843,3120,3471,6.943,"vapor"
6,540,0.06016,3157,3518,7.002,"vapor"
6,560,0.06188,3194,3565,7.059,"vapor"
6,580,0.06358,3230,3612,7.115,"vapor"
6,600,0.06527,3267,3659,7.169,"vapor"
6,620,0.06694,3304,3706,7.222,"vapor"
6,640,0.06861,3341,3753,7.275,"vapor"
6,660,0.07026,3378,3800,7.326,"vapor"
6,680,0.07191,3416,3847,7.376,"vapor"
6,700,0.07355,3453,3894,7.425,"vapor"
6,720,0.07518,3491,3942,7.473,"vapor"
6,740,0.0768,3528,3989,7.52,"vapor"
6,760,0.07842,3566,4037,7.567,"vapor"
6,780,0.08004,3605,4085,7.613,"vapor"
6,800,0.08165,3643,4133,7.658,"vapor"
6,820,0.08325,3682,4181,7.703,"vapor"
6,840,0.08486,3721,4230,7.747,"vapor"
6,860,0.08645,3760,4279,7.79,"vapor"
6,880,0.08805,3799,4328,7.833,"vapor"
6,900,0.08964,3839,4377,7.875,"vapor"
6,920,0.09123,3879,4426,7.917,"vapor"
6,940,0.09282,3919,4476,7.958,"vapor"
6,960,0.0944,3959,4525,7.999,"vapor"
6,980,0.09598,3999,4575,8.039,"vapor"
6,1000,0.09756,4040,4625,8.079,"vapor"
6,1100,0.1054,4247,4880,8.271,"vapor"
6,1200,0.1133,4460,5139,8.453,"vapor"
6,1300,0.1211,4678,5404,8.627,"vapor"
6,1400,0.1289,4901,5674,8.793,"vapor"
6,1500,0.1366,5128,5948,8.953,"vapor"
6,1600,0.1444,5360,6226,9.105,"vapor"
6,1800,0.1599,5835,6794,9.393,"vapor"
6,2000,0.1753,6324,7376,9.661,"vapor"
6.5,0,0.0009969,0.06989,6.55,0.00021,"liquid"
6.5,5,0.0009969,20.98,27.46,0.07609,"liquid"
6.5,10,0.0009973,41.86,48.34,0.1505,"liquid"
6.5,15,0.0009979,62.69,69.18,0.2235,"liquid"
6.5,20,0.0009989,83.52,90.01,0.2951,"liquid"
6.5,25,0.001,104.3,110.8,0.3655,"liquid"
6.5,30,0.001002,125.1,131.6,0.4348,"liquid"
6.5,35,0.001003,145.9,152.5,0.5029,"liquid"
6.5,40,0.001005,166.7,173.3,0.5699,"liquid"
6.5,45,0.001007,187.6,194.1,0.6359,"liquid"
6.5,50,0.001009,208.4,214.9,0.7008,"liquid"
6.5,55,0.001012,229.2,235.8,0.7648,"liquid"
6.5,60,0.001014,250,256.6,0.8279,"liquid"
6.5,65,0.001017,270.9,277.5,0.89,"liquid"
6.5,70,0.00102,291.7,298.4,0.9513,"liquid"
6.5,75,0.001023,312.6,319.2,1.012,"liquid"
6.5,80,0.001026,333.5,340.2,1.071,"liquid"
6.5,85,0.001029,354.4,361.1,1.13,"liquid"
6.5,90,0.001033,375.3,382,1.188,"liquid"
6.5,95,0.001036,396.3,403,1.246,"liquid"
6.5,100,0.00104,417.2,424,1.302,"liquid"
6.5,105,0.001044,438.2,445,1.358,"liquid"
6.5,110,0.001048,459.2,466.1,1.414,"liquid"
6.5,115,0.001052,480.3,487.1,1.468,"liquid"
6.5,120,0.001057,501.4,508.3,1.522,"liquid"
6.5,125,0.001061,522.5,529.4,1.576,"liquid"
6.5,130,0.001066,543.7,550.6,1.629,"liquid"
6.5,135,0.001071,564.9,571.9,1.681,"liquid"
6.5,140,0.001076,586.2,593.2,1.733,"liquid"
6.5,145,0.001081,607.5,614.5,1.784,"liquid"
6.5,150,0.001086,628.9,635.9,1.835,"liquid"
6.5,155,0.001092,650.3,657.4,1.886,"liquid"
6.5,160,0.001098,671.8,678.9,1.936,"liquid"
6.5,165,0.001104,693.4,700.5,1.985,"liquid"
6.5,170,0.00111,715,722.2,2.034,"liquid"
6.5,175,0.001116,736.7,744,2.083,"liquid"
6.5,180,0.001123,758.6,765.9,2.132,"liquid"
6.5,185,0.00113,780.5,787.8,2.18,"liquid"
6.5,190,0.001137,802.5,809.9,2.228,"liquid"
6.5,195,0.001144,824.6,832,2.275,"liquid"
6.5,200,0.001152,846.8,854.3,2.323,"liquid"
6.5,210,0.001168,891.7,899.2,2.417,"liquid"
6.5,220,0.001185,937,944.8,2.51,"liquid"
6.5,230,0.001204,983.1,990.9,2.603,"liquid"
6.5,240,0.001225,1030,1038,2.695,"liquid"
6.5,250,0.001247,1078,1086,2.787,"liquid"
6.5,260,0.001272,1126,1135,2.88,"liquid"
6.5,270,0.001301,1176,1185,2.974,"liquid"
6.5,280,0.001333,1228,1237,3.068,"liquid"
6.5,280.9,0.001336,1233,1241,3.076,"saturated liquid"
6.5,280.9,0.02973,2586,2779,5.852,"saturated vapor"
6.5,290,0.03118,2619,2822,5.929,"vapor"
6.5,300,0.03261,2652,2864,6.002,"vapor"
6.5,310,0.03392,2681,2901,6.067,"vapor"
6.5,320,0.03515,2708,2936,6.127,"vapor"
6.5,330,0.03631,2733,2969,6.182,"vapor"
6.5,340,0.03743,2757,3001,6.233,"vapor"
6.5,350,0.03849,2780,3031,6.282,"vapor"
6.5,360,0.03953,2803,3060,6.328,"vapor"
6.5,370,0.04053,2824,3088,6.373,"vapor"
6.5,380,0.04151,2846,3115,6.415,"vapor"
6.5,390,0.04247,2866,3142,6.456,"vapor"
6.5,400,0.0434,2887,3169,6.495,"vapor"
6.5,410,0.04433,2907,3195,6.534,"vapor"
6.5,420,0.04523,2926,3220,6.571,"vapor"
6.5,430,0.04612,2946,3246,6.607,"vapor"
6.5,440,0.047,2965,3271,6.643,"vapor"
6.5,450,0.04787,2984,3296,6.677,"vapor"
6.5,460,0.04873,3004,3320,6.711,"vapor"
6.5,470,0.04958,3022,3345,6.744,"vapor"
6.5,480,0.05042,3041,3369,6.777,"vapor"
6.5,490,0.05126,3060,3393,6.809,"vapor"
6.5,500,0.05209,3079,3417,6.84,"vapor"
6.5,520,0.05373,3116,3465,6.901,"vapor"
6.5,540,0.05534,3153,3513,6.96,"vapor"
6.5,560,0.05694,3190,3560,7.018,"vapor"
6.5,580,0.05853,3227,3607,7.074,"vapor"
6.5,600,0.0601,3264,3655,7.129,"vapor"
6.5,620,0.06165,3301,3702,7.182,"vapor"
6.5,640,0.0632,3338,3749,7.235,"vapor"
6.5,660,0.06474,3376,3796,7.286,"vapor"
6.5,680,0.06627,3413,3844,7.336,"vapor"
6.5,700,0.06779,3451,3891,7.385,"vapor"
6.5,720,0.0693,3488,3939,7.434,"vapor"
6.5,740,0.07081,3526,3987,7.481,"vapor"
6.5,760,0.07231,3564,4035,7.528,"vapor"
6.5,780,0.07381,3603,4083,7.574,"vapor"
6.5,800,0.0753,3641,4131,7.62,"vapor"
6.5,820,0.07679,3680,4179,7.664,"vapor"
